text,label
eh bajingan dasar keturunan mereka semua sama emang,Hate Speech
gue bilang gila hujannya deras banget ga ada berhentinya gila,Normal
oi anjir lupa beli minum dari tadi haus beneran,Normal
lo tau ga goblok minta ditusuk emang lo kan,Abusive
cuk lo ga akan selamat dari tangan gue serius,Abusive
bro sialan dasar orang dari sana jorok emang nih,Hate Speech
bro anjing gue siapkan sesuatu buat lo loh,Abusive
eh jancok berani lawan gue? nyawa lo taruhan anjir,Abusive
tai dasar golongan itu ga bisa dipercaya oi,Hate Speech
bro goblok dasar ras itu inferior ga ada gunanya,Hate Speech
hei brengsek lo gue racuni pelan pelan sih,Abusive
dengerin gue hah serius macetnya separah ini anjir emang,Normal
kampret koneksi zoom putus pas presentasi cok,Normal
lo tau ga sialan dasar cina komunis ga loyal,Hate Speech
bro anjir ketinggalan bus barusan cok,Normal
kontol lo pikir gue lupa? gue bales gila,Abusive
hei buset telat bangun lagi nih loh,Normal
gue bilang sialan dasar cina komunis ga loyal cok,Hate Speech
eh anjing dasar kafir haram minta diusir beneran,Hate Speech
gue bilang gue capek banget astaga bro,Normal
anjir printer mati pas mau ngeprint tugas,Normal
anjir ketinggalan bus barusan loh,Normal
goblok dasar orang sana primitif banget parah,Hate Speech
dengerin gue brengsek dasar orang itu ga punya malu loh,Hate Speech
kontol lo foto malam malam minta apa nih,Harassment
lo tau ga bangsat lo minta digebuk emang anjir,Abusive
oi sialan lo awas ketemu gue di luar gila,Abusive
gue bilang sialan lo ga akan aman dari gue anjir,Abusive
eh asu lo tau ga lo mengundang pria dengan baju itu bro,Harassment
woi sialan cewek karier tapi ga jaga diri ya,Harassment
hei buset telat bangun lagi nih banget,Normal
cuy bangsat lo mau gue bunuh pelan pelan banget,Abusive
woi keparat lo minta dikubur hidup hidup ga?,Abusive
jancok perempuan terlalu bebas kebablasan bro,Harassment
lo tau ga kampret lo nyari masalah sama orang salah beneran,Abusive
oi goblok dasar keturunan mereka pembawa sial banget,Hate Speech
dengerin gue waduh deadline bentar lagi belum mulai serius,Normal
cuy buset parkiran penuh semua serius,Normal
lo tau ga sialan cewek terlalu vokal itu melelahkan cok,Harassment
eh asu gue kejar lo ke ujung dunia ga?,Abusive
oi sialan dasar cina komunis ga loyal ya,Hate Speech
lo tau ga tai lo minta diremukkan ya loh,Abusive
cuy sialan dasar orang dari sana jorok emang cok,Hate Speech
oi asu dasar keturunan cina ga akan loyal parah,Hate Speech
duh baju basah kena hujan tadi,Normal
dengerin gue kampret lo nyari masalah sama orang salah cok,Abusive
hei kontol orang jawa licik emang bro,Hate Speech
eh duh baju basah kena hujan tadi anjir,Normal
oi kampret lupa password akun emang,Normal
goblok lo minta dihajar ya ya,Abusive
gue bilang asu gue injek kepala lo sampai gepeng cok,Abusive
dengerin gue astagfirullah lupa makan dari tadi parah,Normal
cuy tai cewek yang banyak minta itu menyebalkan serius,Harassment
asu dasar kafir ga pantas hidup di sini nih,Hate Speech
lo tau ga kampret tugas numpuk banget deh oi,Normal
hei bangsat dasar suku itu ga bisa dipegang serius,Hate Speech
cuy anjir nilai gue ancur parah banget gila,Normal
oi tai dasar ras itu ga ada harganya kan,Hate Speech
lo tau ga sialan cewek yang suka selfie itu narsis oi,Harassment
cuy sialan cewek karier tapi ga jaga diri ya,Harassment
oi keparat dasar pendatang merusak negeri ini beneran,Hate Speech
eh cuk berani ribut sama gue? mati duluan lo serius,Abusive
woi goblok gue lacak lo ke manapun loh,Abusive
gue bilang jancok lo berani lawan gue? salah pilihan hidup gila,Abusive
woi goblok lo cewek cantik tapi otak kosong oi,Harassment
oi buset ketinggalan kereta barusan bro,Normal
cuy brengsek perempuan moodyan ga bisa dipegang anjir,Harassment
eh kontol dasar orang itu emang licik dari lahir cok,Hate Speech
lo tau ga goblok perempuan emang ga bisa berpikir logis ya,Harassment
woi tai dasar suku itu emang susah diatur loh,Hate Speech
oi bangsat lo pecahin kepala lo baru tau sih,Abusive
gue bilang kampret salah masuk kelas malu banget serius,Normal
cuy kampret salah masuk kelas malu banget ya,Normal
lo tau ga kontol cewek cerewet minta disumpal parah,Harassment
cuy jancok cewek karir itu biasanya gampangan beneran,Harassment
oi duh lupa ada janji sama orang gila,Normal
bajingan lo gue kirim orang malem ini ya,Abusive
jancok cewek karir itu biasanya gampangan ya,Harassment
eh kampret kehujanan ga bawa payung,Normal
gue bilang brengsek lo pamer badan terus mau apa parah,Harassment
gue bilang sialan cewek karier tapi ga jaga diri serius,Harassment
gue bilang goblok dasar suku itu monopoli mulu,Hate Speech
oi asu gue habisin lo sekarang ga?,Abusive
bro jancok dasar keturunan asing sok pribumi emang,Hate Speech
cuy bangsat lo mau gue bunuh pelan pelan nih,Abusive
woi brengsek perempuan moodyan ga bisa dipegang gila,Harassment
hei keparat dasar ras itu rendahan dari sananya bro,Hate Speech
gue bilang bangsat lo pake baju ketat minta diliatin beneran,Harassment
hei tai cewek yang bebas itu murahan serius,Harassment
eh asu gue habisin lo sekarang ya,Abusive
eh bajingan dasar keturunan mereka berbahaya nih,Hate Speech
dengerin gue brengsek perempuan jangan terlalu banyak tuntutan sih,Harassment
eh anjir hp gue mati pas penting bro,Normal
dengerin gue buset nemu teman awkward di mall oi,Normal
lo tau ga sialan cewek yang suka selfie itu narsis beneran,Harassment
lo tau ga jancok perempuan jangan sok bisa semua loh,Harassment
gue bilang buset belanja kebanyakan dompet tipis loh,Normal
woi bangsat lo seksi parah bikin susah fokus emang,Harassment
oi kampret lupa password akun banget,Normal
oi jancok berani lawan gue? nyawa lo taruhan banget,Abusive
lo tau ga anjir macet banget hari ini ga karuan nih,Normal
eh kontol orang dari etnis itu emang penipu beneran,Hate Speech
bro jancok dasar suku itu bikin masalah mulu cok,Hate Speech
eh sialan cewek terlalu vokal itu melelahkan gila,Harassment
lo tau ga sialan perempuan yang suka keluar malam anjir,Harassment
bro bajingan lo gue bikin kecelakaan lo keliatan alami oi,Abusive
lo tau ga brengsek lo gue tunggu di parkiran emang,Abusive
eh sialan cewek terlalu vokal itu melelahkan,Harassment
dengerin gue kontol perempuan itu ga pantas pimpin negara gila,Harassment
lo tau ga sialan lo gue cabut gigi lo satu satu cok,Abusive
dengerin gue bah kaki pegel banget habis jalan jauh banget,Normal
eh keparat lo seksi banget kapan bisa gue pegang emang,Harassment
dengerin gue bangsat gue bawa celurit buat lo ntar beneran,Abusive
woi buset belanja kebanyakan dompet tipis serius,Normal
bro bajingan lo gue cincang ntar sih,Abusive
gue bilang bajingan cewek pake baju begitu minta apa,Harassment
brengsek lo gue racuni pelan pelan loh,Abusive
goblok dasar keturunan mereka pembawa sial cok,Hate Speech
eh brengsek perempuan jangan terlalu banyak tuntutan cok,Harassment
brengsek lo gue tunggu di parkiran ya,Abusive
bro tai cewek yang banyak minta itu menyebalkan loh,Harassment
cuy bajingan gue siapkan golok buat lo serius,Abusive
woi anjir lupa matiin kompor dari rumah beneran,Normal
bro tai cewek yang bebas itu murahan emang,Harassment
woi sialan perempuan yang suka keluar malam emang,Harassment
cuy duh baju basah kena hujan tadi parah,Normal
bro asu lo tau ga lo mengundang pria dengan baju itu ga?,Harassment
hei duh baju basah kena hujan tadi gila,Normal
brengsek lo gue racuni pelan pelan kan,Abusive
cuy kontol lo pikir gue takut? bro,Abusive
gue bilang anjing orang dari sana emang jorok gila,Hate Speech
gue bilang bajingan dasar keturunan mereka semua sama gila,Hate Speech
lo tau ga tai lo ngomong lagi gue tonjok beneran,Abusive
dengerin gue bajingan dasar kafir ga usah ikut campur oi,Hate Speech
eh sialan perempuan yang suka keluar malam banget,Harassment
gue bilang sialan lo gue cabut gigi lo satu satu oi,Abusive
bro anjing gue patahkan tulang lo satu satu ya,Abusive
gue bilang sialan dasar orang dari sana jorok emang serius,Hate Speech
hei duh lupa ada meeting pagi ini oi,Normal
sialan sepatu gue copot pas jalan bro,Normal
waduh deadline bentar lagi belum mulai ga?,Normal
bro sialan dasar cina komunis ga loyal anjir,Hate Speech
oi bajingan dasar kafir ga usah ikut campur emang,Hate Speech
bro kampret tugas numpuk banget deh kan,Normal
eh kampret tugas numpuk banget deh nih,Normal
woi asu lo cewek kelakuannya mengundang banget emang,Harassment
cuy kampret lupa password akun nih,Normal
bro sialan sandal gue ilang di masjid lagi,Normal
bro sialan antrian panjang banget banget,Normal
hei brengsek lo gue racuni pelan pelan gila,Abusive
oi duh baju basah kena hujan tadi sih,Normal
brengsek lo pamer badan terus mau apa beneran,Harassment
oi tai dasar ras itu ga ada harganya cok,Hate Speech
oi duh lupa ada meeting pagi ini nih,Normal
hei goblok lo nyari mati ya ganggu gue parah,Abusive
dengerin gue anjing berani sentuh orang gue gue habisin ya,Abusive
lo tau ga kampret lo siap benjol ketemu gue bro,Abusive
cuy duh lupa bawa dompet kampret nih,Normal
dengerin gue anjing dasar kafir laknat ga tau diri bro,Hate Speech
goblok lo minta dihajar ya emang,Abusive
hei jancok cewek karir itu biasanya gampangan bro,Harassment
cuy sialan antrian panjang banget banget,Normal
cuy gila tagihan listrik naik lagi bulan ini anjir,Normal
gue bilang bajingan lo gue cincang ntar oi,Abusive
oi bajingan lo gue cincang ntar ga?,Abusive
bro goblok lo nyari mati ya ganggu gue emang,Abusive
eh anjing cewek kayak gitu ga ada harganya sih,Harassment
brengsek minta dihajar sampai cacat beneran,Abusive
lo tau ga bangsat dasar golongan rendah ga berguna banget,Hate Speech
bro asu dasar pendatang harus tahu tempatnya cok,Hate Speech
eh buset deh mahal banget harganya anjir,Normal
dengerin gue bangsat lo seksi parah bikin susah fokus beneran,Harassment
tai perempuan berkarir itu ninggalin keluarga emang,Harassment
woi kampret salah masuk kelas malu banget ya,Normal
bro cewek kontol lu cuma bisa pamer doang oi,Harassment
hei anjir nilai gue ancur parah banget emang,Normal
woi bangsat dasar golongan rendah ga berguna anjir,Hate Speech
cuy goblok perempuan emang ga bisa berpikir logis ga?,Harassment
dengerin gue goblok dasar keturunan mereka pembawa sial serius,Hate Speech
cuy gila sih cuacanya panas banget hari ini ya,Normal
oi asu lo tau ga lo mengundang pria dengan baju itu bro,Harassment
bro bajingan lo gue kirim orang malem ini,Abusive
oi jancok cewek karir itu biasanya gampangan emang,Harassment
dengerin gue brengsek lo gue potong jari lo beneran,Abusive
bajingan lo gue cincang ntar banget,Abusive
gue bilang bajingan cewek pake baju begitu minta apa beneran,Harassment
bangsat dasar suku itu ga bisa dipegang cok,Hate Speech
woi bajingan lo gue cincang ntar anjir,Abusive
oi asu dasar pendatang harus tahu tempatnya banget,Hate Speech
goblok dasar ras itu inferior ga ada gunanya oi,Hate Speech
oi asu dasar pendatang harus tahu tempatnya,Hate Speech
lo tau ga jancok dasar suku itu bikin masalah mulu kan,Hate Speech
cuy sialan lo gue cabut gigi lo satu satu bro,Abusive
eh bangsat cewek matre emang dari sananya serius,Harassment
cuy asu gue habisin lo sekarang serius,Abusive
lo tau ga jancok perempuan jangan sok bisa semua anjir,Harassment
hei gila udah usaha keras nilainya segini kan,Normal
lo tau ga kontol perempuan itu ga pantas pimpin negara cok,Harassment
woi sialan perempuan yang suka keluar malam sih,Harassment
bajingan lo cantik tapi kelakuan ga bener cok,Harassment
dengerin gue brengsek perempuan jangan terlalu banyak tuntutan beneran,Harassment
gue bilang gila semua meja penuh di kantin nih,Normal
lo tau ga tai berani lagi gue remukkan cok,Abusive
cuy kampret koneksi zoom putus pas presentasi ya,Normal
dengerin gue bangsat lo seksi parah bikin susah fokus parah,Harassment
lo tau ga sialan lo awas ketemu gue di luar kan,Abusive
hei bangsat lo pecahin kepala lo baru tau bro,Abusive
eh gue capek banget astaga cok,Normal
bro sialan sandal gue ilang di masjid lagi cok,Normal
hei sialan perempuan yang suka keluar malam sih,Harassment
lo tau ga anjir lupa beli minum dari tadi haus kan,Normal
bro kontol perempuan itu ujungnya tetap butuh pria banget,Harassment
cuy jancok dasar suku itu bikin masalah mulu nih,Hate Speech
cuy bah kaki pegel banget habis jalan jauh nih,Normal
gue bilang brengsek cewek modern itu lupa kodrat kan,Harassment
gue bilang kontol lo foto malam malam minta apa loh,Harassment
hei waduh deadline bentar lagi belum mulai emang,Normal
dengerin gue buset harga naik lagi deh kan,Normal
dengerin gue sialan dasar cina komunis ga loyal cok,Hate Speech
eh bangsat lo minta digebuk emang anjir,Abusive
kontol orang jawa licik emang gila,Hate Speech
oi aduh ngantuk banget pengen bobo sih,Normal
woi kampret lo siap benjol ketemu gue anjir,Abusive
cuy anjing berani sentuh orang gue gue habisin loh,Abusive
oi tai lo minta diinjek mukanya ga?,Abusive
bro bajingan dasar keturunan mereka semua sama oi,Hate Speech
gue bilang anjing gue patahkan tulang lo satu satu emang,Abusive
woi bangsat dasar ras inferior ga ada gunanya ga?,Hate Speech
lo tau ga brengsek dasar pendatang ga tau diri loh,Hate Speech
eh jancok dasar keturunan asing sok pribumi loh,Hate Speech
bro bajingan dasar keturunan mereka berbahaya cok,Hate Speech
kontol orang dari etnis itu emang penipu,Hate Speech
bangsat gue bawa celurit buat lo ntar serius,Abusive
oi kontol orang jawa licik emang oi,Hate Speech
asu lo tau ga lo mengundang pria dengan baju itu anjir,Harassment
eh kontol perempuan itu ga pantas pimpin negara banget,Harassment
oi keparat lo minta dikubur hidup hidup serius,Abusive
bro brengsek lo gue potong jari lo,Abusive
lo tau ga bajingan lo gue cincang ntar ga?,Abusive
oi buset ketinggalan kereta barusan ya,Normal
hei goblok gue lacak lo ke manapun oi,Abusive
woi bajingan lo pake makeup tebel mau tipu siapa sih,Harassment
lo tau ga tai lo minta diremukkan ya nih,Abusive
hei sialan sepatu gue copot pas jalan cok,Normal
eh asu lo tau ga badan lo mengundang banget kan,Harassment
lo tau ga keparat lo cewek emang dasarnya lemah banget,Harassment
bro buset harga naik lagi deh parah,Normal
oi bangsat dasar cina pelit dari sananya beneran,Hate Speech
hei kampret salah transfer nominal parah,Normal
hei tai perempuan berkarir itu ninggalin keluarga gila,Harassment
gue bilang buset ketinggalan kereta barusan ya,Normal
hei bajingan dasar orang arab penipu ya,Hate Speech
oi asu gue habisin lo sekarang serius,Abusive
sialan lo gue cabut gigi lo satu satu ga?,Abusive
hei tai dasar suku itu emang susah diatur kan,Hate Speech
lo tau ga kampret kehujanan ga bawa payung sih,Normal
bro jancok perempuan jangan sok bisa semua oi,Harassment
lo tau ga keparat dasar suku itu kasar dari lahir ya,Hate Speech
hei keparat cewek suka dugem ga ada nilainya,Harassment
eh anjing lo ketemu gue di gang siap nangis,Abusive
eh goblok dasar keturunan mereka pembawa sial beneran,Hate Speech
bro anjing perempuan ga usah sok mandiri oi,Harassment
bro duh lupa ada meeting pagi ini cok,Normal
oi sialan antrian panjang banget oi,Normal
woi sialan antrian panjang banget kan,Normal
dengerin gue tai dasar keturunan babi haram kan,Hate Speech
bro keparat lo minta dikubur hidup hidup gila,Abusive
dengerin gue jancok dasar keturunan asing sok pribumi kan,Hate Speech
lo tau ga gue capek banget astaga nih,Normal
bajingan dasar kafir ga usah ikut campur oi,Hate Speech
woi jancok lo gue tunggu sampai kapanpun parah,Abusive
dengerin gue sialan cewek yang suka selfie itu narsis banget,Harassment
gue bilang kontol lo gue hajar sampai mampus anjir,Abusive
woi kontol perempuan itu ujungnya tetap butuh pria oi,Harassment
lo tau ga anjing dasar kafir haram minta diusir banget,Hate Speech
hei tai dasar golongan itu ga bisa dipercaya cok,Hate Speech
bro jancok dasar suku itu bikin masalah mulu nih,Hate Speech
kampret koneksi zoom putus pas presentasi emang,Normal
eh bajingan dasar keturunan mereka berbahaya bro,Hate Speech
eh bajingan lo cantik tapi kelakuan ga bener anjir,Harassment
jancok cewek yang terlalu bebas tidak terjaga anjir,Harassment
gue bilang anjing dasar kafir laknat ga tau diri bro,Hate Speech
cuy brengsek lo pamer badan terus mau apa ga?,Harassment
dengerin gue keparat lo cewek emang dasarnya lemah cok,Harassment
dengerin gue anjing cewek single pasti ada yang salah oi,Harassment
dengerin gue sialan dasar suku itu ga berbudaya gila,Hate Speech
lo tau ga tai berani lagi gue remukkan,Abusive
gue bilang brengsek lo gue tunggu di parkiran ga?,Abusive
dengerin gue asu dasar keturunan cina ga akan loyal sih,Hate Speech
gue bilang tai cewek yang bebas itu murahan serius,Harassment
dengerin gue brengsek dasar orang itu ga punya malu beneran,Hate Speech
lo tau ga bajingan lo gue cincang ntar gila,Abusive
gue bilang brengsek cewek modern itu lupa kodrat gila,Harassment
gue bilang duh lupa ada janji sama orang gila,Normal
lo tau ga asu dasar kafir ga pantas hidup di sini anjir,Hate Speech
gue bilang goblok cewek terlalu pintar itu ga normal emang,Harassment
cuy kontol orang jawa licik emang,Hate Speech
bro sialan dasar cina komunis ga loyal kan,Hate Speech
gue capek banget astaga kan,Normal
hei sialan ban kempes pas mau berangkat serius,Normal
gue bilang anjir macet banget hari ini ga karuan ga?,Normal
lo tau ga tai berani lagi gue remukkan oi,Abusive
oi buset nemu teman awkward di mall emang,Normal
sialan sandal gue ilang di masjid lagi banget,Normal
bro kontol dasar ras itu terbukti jahat parah,Hate Speech
oi keparat cewek suka dugem ga ada nilainya bro,Harassment
oi anjir hp gue mati pas penting banget,Normal
bro sialan cewek karier tapi ga jaga diri beneran,Harassment
dengerin gue bangsat dasar golongan itu minta diusir kan,Hate Speech
oi keparat lo cewek emang dasarnya lemah cok,Harassment
lo tau ga anjir lupa charge hp dari tadi ga?,Normal
oi sialan antrian panjang banget serius,Normal
hei goblok lo cewek cantik tapi otak kosong parah,Harassment
woi anjing lo berani sama gue? gue bacok lo serius,Abusive
eh buset nemu teman awkward di mall serius,Normal
eh buset nemu teman awkward di mall sih,Normal
cuy jancok dasar keturunan asing minta diusir nih,Hate Speech
bro anjing berani sentuh orang gue gue habisin emang,Abusive
dengerin gue anjing berani sentuh orang gue gue habisin banget,Abusive
cuy jancok dasar keturunan asing ga berbudaya beneran,Hate Speech
lo tau ga sialan lo awas ketemu gue di luar gila,Abusive
gue bilang kampret lo nyari masalah sama orang salah banget,Abusive
bro tai cewek yang bebas itu murahan banget,Harassment
bro bajingan gue siapkan golok buat lo banget,Abusive
sialan dasar keturunan pki harus dibasmi anjir,Hate Speech
hei brengsek perempuan moodyan ga bisa dipegang anjir,Harassment
gue bilang anjing dasar golongan itu ga ada baiknya parah,Hate Speech
bro duh lupa bawa dompet kampret beneran,Normal
cuy keparat cewek suka dugem ga ada nilainya nih,Harassment
hei sialan gerobak es krim udah pergi parah,Normal
oi hah serius macetnya separah ini anjir bro,Normal
cuy bah kaki pegel banget habis jalan jauh loh,Normal
cuy duh lupa ada janji sama orang nih,Normal
bro sialan gerobak es krim udah pergi bro,Normal
gue bilang anjing dasar kafir haram minta diusir nih,Hate Speech
gue bilang bangsat dasar golongan itu minta diusir ga?,Hate Speech
oi kampret lo nyari masalah sama orang salah cok,Abusive
gue bilang sialan lo gue cabut gigi lo satu satu ya,Abusive
gue bilang brengsek lo gue racuni pelan pelan anjir,Abusive
hei buset ketinggalan kereta barusan gila,Normal
dengerin gue bajingan lo gue kirim orang malem ini sih,Abusive
hei kampret salah masuk kelas malu banget,Normal
tai cewek yang bebas itu murahan serius,Harassment
eh tai lo minta diinjek mukanya kan,Abusive
oi keparat dasar pendatang mau ambil alih negara parah,Hate Speech
gue bilang bajingan dasar keturunan mereka berbahaya nih,Hate Speech
bro duh salah jalan lagi nyasar beneran,Normal
lo tau ga gila semua meja penuh di kantin emang,Normal
woi sialan lo gue ketok kepala lo pake batu sih,Abusive
eh goblok gue lacak lo ke manapun gila,Abusive
bro sialan sepatu gue copot pas jalan nih,Normal
hei tai cewek yang bebas itu murahan emang,Harassment
woi brengsek perempuan moodyan ga bisa dipegang ya,Harassment
cuy keparat lo cewek emang dasarnya lemah cok,Harassment
eh tai lo ngomong lagi gue tonjok ya,Abusive
bro sialan dasar orang dari sana jorok emang beneran,Hate Speech
anjing gue patahkan tulang lo satu satu nih,Abusive
lo tau ga brengsek lo gue potong jari lo nih,Abusive
cuy keparat dasar pendatang merusak negeri ini cok,Hate Speech
gue bilang buset parkiran penuh semua,Normal
bro sialan antrian panjang banget oi,Normal
dengerin gue bah ribet banget prosedurnya,Normal
eh sialan antrian panjang banget cok,Normal
cuy tai dasar ras itu ga ada harganya banget,Hate Speech
cuk berani ribut sama gue? mati duluan lo banget,Abusive
eh sialan sepatu gue copot pas jalan gila,Normal
cuy kontol dasar ras itu terbukti jahat parah,Hate Speech
dengerin gue anjir antrian kasir panjang banget cok,Normal
bro kontol lo ga akan bisa kabur anjir,Abusive
hei keparat cewek suka dugem ga ada nilainya loh,Harassment
woi bangsat dasar golongan rendah ga berguna ya,Hate Speech
bajingan dasar orang arab penipu sih,Hate Speech
cuy goblok lo nyari mati ya ganggu gue nih,Abusive
bro tai lo ngomong lagi gue tonjok anjir,Abusive
woi anjing lo cewek ga usah sok kuat banget,Harassment
bro duh lupa ada meeting pagi ini banget,Normal
eh tai cewek yang bebas itu murahan ya,Harassment
woi cuk berani ribut sama gue? mati duluan lo,Abusive
dengerin gue tai lo minta diremukkan ya oi,Abusive
tai dasar golongan itu ga bisa dipercaya nih,Hate Speech
gue bilang asu dasar pendatang harus tahu tempatnya beneran,Hate Speech
hei tai dasar ras itu ga ada harganya oi,Hate Speech
lo tau ga sialan dasar suku itu ga berbudaya beneran,Hate Speech
eh jancok dasar keturunan asing minta diusir nih,Hate Speech
eh bah ribet banget prosedurnya nih,Normal
bro kontol perempuan itu ujungnya tetap butuh pria parah,Harassment
dengerin gue bangsat lo pecahin kepala lo baru tau serius,Abusive
gue bilang sialan lo gue cabut gigi lo satu satu beneran,Abusive
hei kontol lo gue hajar sampai mampus banget,Abusive
cuy jancok dasar suku itu bikin masalah mulu,Hate Speech
dengerin gue sialan antrian panjang banget gila,Normal
hei sialan cewek terlalu vokal itu melelahkan emang,Harassment
cuy bangsat lo pecahin kepala lo baru tau emang,Abusive
hei kontol lo mau gue penggal sekarang anjir,Abusive
eh brengsek dasar orang itu ga punya malu nih,Hate Speech
gue bilang jancok perempuan jangan sok bisa semua nih,Harassment
hei jancok lo berani lawan gue? salah pilihan hidup,Abusive
oi brengsek dasar orang itu ga punya malu ya,Hate Speech
bro jancok dasar keturunan asing ga berbudaya beneran,Hate Speech
woi anjir lupa charge hp dari tadi serius,Normal
hei jancok dasar suku itu bikin masalah mulu banget,Hate Speech
woi sialan dasar cina komunis ga loyal,Hate Speech
woi keparat lo cewek emang dasarnya lemah nih,Harassment
cuy bangsat cewek matre emang dari sananya gila,Harassment
cuy goblok dasar suku itu monopoli mulu banget,Hate Speech
bro duh salah jalan lagi nyasar,Normal
bro jancok dasar suku itu bikin masalah mulu loh,Hate Speech
hei kampret lo nyari masalah sama orang salah sih,Abusive
cuy cuk berani ribut sama gue? mati duluan lo cok,Abusive
anjir macet banget hari ini ga karuan emang,Normal
jancok dasar keturunan asing sok pribumi cok,Hate Speech
lo tau ga goblok dasar pribumi malas ga mau maju ga?,Hate Speech
asu lo tau ga badan lo mengundang banget ga?,Harassment
woi tai cewek yang bebas itu murahan anjir,Harassment
hei asu lo cewek kelakuannya mengundang banget gila,Harassment
bro anjir lupa beli minum dari tadi haus nih,Normal
eh anjing cewek single pasti ada yang salah nih,Harassment
woi jancok perempuan terlalu bebas kebablasan ya,Harassment
lo tau ga kampret tugas numpuk banget deh nih,Normal
woi anjing perempuan ga usah sok bisa pimpin ya,Harassment
bro bangsat dasar ras inferior ga ada gunanya nih,Hate Speech
cuy goblok dasar keturunan mereka pembawa sial gila,Hate Speech
woi tai perempuan berkarir itu ninggalin keluarga,Harassment
bro kontol perempuan itu ujungnya tetap butuh pria nih,Harassment
eh brengsek perempuan moodyan ga bisa dipegang banget,Harassment
bro anjing berani sentuh orang gue gue habisin loh,Abusive
bro tai perempuan berkarir itu ninggalin keluarga nih,Harassment
cuy tai dasar golongan itu ga bisa dipercaya serius,Hate Speech
dengerin gue anjing gue patahkan tulang lo satu satu beneran,Abusive
eh tai lo minta diremukkan ya nih,Abusive
gue bilang gila mahal banget bensin sekarang parah,Normal
lo tau ga jancok lo berani lawan gue? salah pilihan hidup ya,Abusive
bro sialan dasar keturunan pki harus dibasmi oi,Hate Speech
jancok dasar keturunan asing minta diusir banget,Hate Speech
hei duh salah jalan lagi nyasar loh,Normal
eh keparat dasar ras itu rendahan dari sananya parah,Hate Speech
gue bilang duh salah jalan lagi nyasar banget,Normal
oi bangsat dasar suku itu ga bisa dipegang emang,Hate Speech
hei keparat dasar suku itu kasar dari lahir banget,Hate Speech
woi goblok dasar ras itu inferior ga ada gunanya loh,Hate Speech
woi kontol orang dari etnis itu emang penipu sih,Hate Speech
woi gila mahal banget bensin sekarang,Normal
cuk lo ga akan selamat dari tangan gue cok,Abusive
woi brengsek perempuan jangan terlalu banyak tuntutan beneran,Harassment
eh kampret lo siap benjol ketemu gue loh,Abusive
hei cuk berani ribut sama gue? mati duluan lo cok,Abusive
dengerin gue gila tagihan listrik naik lagi bulan ini bro,Normal
oi buset deh mahal banget harganya nih,Normal
bro sialan cewek terlalu vokal itu melelahkan loh,Harassment
cuy anjing dasar kafir haram minta diusir serius,Hate Speech
eh bah ribet banget prosedurnya ga?,Normal
buset belanja kebanyakan dompet tipis beneran,Normal
cuy gila udah usaha keras nilainya segini nih,Normal
cuy kontol lo seksi banget bikin gue liar cok,Harassment
bro jancok perempuan terlalu bebas kebablasan ga?,Harassment
gue bilang anjing gue siapkan sesuatu buat lo ya,Abusive
dengerin gue kontol lo seksi banget bikin gue liar cok,Harassment
eh bajingan dasar kafir ga usah ikut campur sih,Hate Speech
eh duh lupa ada janji sama orang cok,Normal
woi goblok lo ganggu lagi gue bacok ya,Abusive
dengerin gue bangsat lo cewek jangan terlalu ambisius emang,Harassment
gue bilang anjing dasar kafir haram minta diusir sih,Hate Speech
woi aduh ngantuk banget pengen bobo cok,Normal
hei sialan lo awas ketemu gue di luar sih,Abusive
cuy sialan antrian panjang banget ya,Normal
dengerin gue kontol cewek cerewet minta disumpal bro,Harassment
hei buset deh mahal banget harganya anjir,Normal
oi keparat dasar pendatang mau ambil alih negara nih,Hate Speech
dengerin gue jancok perempuan terlalu bebas kebablasan ga?,Harassment
oi brengsek lo gue racuni pelan pelan beneran,Abusive
lo tau ga goblok dasar orang sana primitif banget serius,Hate Speech
hei jancok lo gue tunggu sampai kapanpun serius,Abusive
sialan cewek terlalu vokal itu melelahkan anjir,Harassment
woi brengsek dasar suku itu ga mau baur ga?,Hate Speech
bro hah serius macetnya separah ini anjir loh,Normal
woi brengsek lo gue tunggu di parkiran beneran,Abusive
gue bilang anjing dasar golongan itu ga ada baiknya bro,Hate Speech
dengerin gue anjir macet banget hari ini ga karuan serius,Normal
hei bajingan lo cantik tapi kelakuan ga bener oi,Harassment
oi goblok lo cewek cantik tapi otak kosong oi,Harassment
oi duh lupa ada janji sama orang cok,Normal
cuy goblok dasar pribumi malas ga mau maju kan,Hate Speech
gue bilang bangsat lo mau gue bunuh pelan pelan serius,Abusive
woi anjing lo ketemu gue di gang siap nangis anjir,Abusive
asu dasar pendatang harus tahu tempatnya gila,Hate Speech
tai perempuan jaman sekarang kebablasan ya,Harassment
eh tai lo ngomong lagi gue tonjok anjir,Abusive
oi anjir lupa matiin kompor dari rumah kan,Normal
bajingan dasar keturunan mereka semua sama,Hate Speech
bro bangsat dasar cina pelit dari sananya sih,Hate Speech
woi kontol orang jawa licik emang parah,Hate Speech
woi duh lupa bawa dompet kampret cok,Normal
hei gue capek banget astaga kan,Normal
cuy keparat lo cewek cantik tapi minta macam macam ga?,Harassment
eh sialan lo awas ketemu gue di luar oi,Abusive
cuy brengsek lo gue potong jari lo sih,Abusive
lo tau ga kampret lo siap benjol ketemu gue gila,Abusive
hei gila tagihan listrik naik lagi bulan ini parah,Normal
